Title,Date
"That '70s Show: Season 6: Magic Bus","4/17/17"
"That '70s Show: Season 6: Join Together","4/17/17"
"That '70s Show: Season 6: The Kids Are Alright","4/17/17"
"That '70s Show: Season 5: Celebration Day","4/17/17"
"That '70s Show: Season 5: Immigrant Song","4/16/17"
"That '70s Show: Season 5: Nobody's Fault But Mine","4/16/17"
"That '70s Show: Season 5: You Shook Me","4/16/17"
"That '70s Show: Season 5: Trampled Under Foot","4/16/17"
"That '70s Show: Season 5: No Quarter","4/16/17"
"That '70s Show: Season 5: Bring It on Home","4/15/17"
"That '70s Show: Season 5: Hey, Hey What Can I Do?","4/15/17"
"That '70s Show: Season 5: The Battle of Evermore","4/15/17"
"That '70s Show: Season 5: Whole Lotta Love","4/15/17"
"That '70s Show: Season 5: When the Levee Breaks","4/15/17"
"That '70s Show: Season 5: Babe I'm Gonna Leave You","4/15/17"
"That '70s Show: Season 5: Your Time Is Gonna Come","4/15/17"
"Parks and Recreation: Season 5: Article Two","4/15/17"
"That '70s Show: Season 5: Misty Mountain Hop","4/14/17"
"That '70s Show: Season 5: The Girl I Love","4/14/17"
"That '70s Show: Season 5: The Crunge","4/14/17"
"That '70s Show: Season 5: Black Dog","4/13/17"
"That '70s Show: Season 5: Thank You","4/13/17"
"That '70s Show: Season 5: Hot Dog","4/13/17"
"That '70s Show: Season 5: Over the Hills and Far Away","4/13/17"
"That '70s Show: Season 5: Ramble On","4/13/17"
"That '70s Show: Season 5: Heartbreaker","4/12/17"
"That '70s Show: Season 5: What Is and What Should Never Be","4/12/17"
"That '70s Show: Season 5: I Can't Quit You Baby","4/12/17"
"That '70s Show: Season 5: Going to California","4/12/17"
"Archer: Season 7: Deadly Velvet: Part II","4/12/17"
"Archer: Season 7: Deadly Velvet: Part I","4/12/17"
"Archer: Season 7: Liquid Lunch","4/12/17"
"Archer: Season 7: Double Indecency","4/12/17"
"Parks and Recreation: Season 5: Animal Control","4/11/17"
"Parks and Recreation: Season 5: Partridge","4/11/17"
"Parks and Recreation: Season 5: Bailout","4/11/17"
"Parks and Recreation: Season 5: Correspondents' Lunch","4/11/17"
"Parks and Recreation: Season 5: Leslie and Ben","4/11/17"
"Parks and Recreation: Season 5: Emergency Response","4/11/17"
"Parks and Recreation: Season 5: Ann's Decision","4/11/17"
"Parks and Recreation: Season 5: Women in Garbage","4/10/17"
"Parks and Recreation: Season 5: Two Parties","4/10/17"
"Parks and Recreation: Season 5: Ron and Diane","4/10/17"
"Archer: Season 7: Bel Panto: Part II","4/10/17"
"Archer: Season 7: Bel Panto: Part I","4/10/17"
"Archer: Season 7: Motherless Child","4/10/17"
"Archer: Season 7: Deadly Prep","4/10/17"
"That '70s Show: Season 4: Love, Wisconsin Style","4/10/17"
"That '70s Show: Season 4: Everybody Loves Casey","4/10/17"
"That '70s Show: Season 4: Eric's False Alarm","4/10/17"
"One-Punch Man: Season 1: The Obsessive Scientist","4/9/17"
"One-Punch Man: Season 1: The Lone Cyborg","4/9/17"
"That '70s Show: Season 4: That '70s Musical","4/9/17"
"That '70s Show: Season 4: Hyde's Birthday","4/9/17"
"That '70s Show: Season 4: Eric's Corvette Caper","4/9/17"
"One-Punch Man: Season 1: The Strongest Man","4/9/17"
"That '70s Show: Season 4: Prank Day","4/6/17"
"That '70s Show: Season 4: Class Picture","4/6/17"
"That '70s Show: Season 4: Jackie's Cheese Squeeze","4/6/17"
"That '70s Show: Season 4: Leo Loves Kitty","4/6/17"
"That '70s Show: Season 4: Kelso's Career","4/6/17"
"That '70s Show: Season 4: Donna Dates a Kelso","4/6/17"
"That '70s Show: Season 4: Tornado Prom","4/6/17"
"That '70s Show: Season 4: Eric's Hot Cousin","4/6/17"
"That '70s Show: Season 4: Jackie Says Cheese","4/6/17"
"That '70s Show: Season 4: An Eric Forman Christmas","4/6/17"
"That '70s Show: Season 4: Third Wheel","4/6/17"
"That '70s Show: Season 4: Red & Stacey","4/6/17"
"That '70s Show: Season 4: The Forgotten Son","4/5/17"
"That '70s Show: Season 4: Donna's Story","4/5/17"
"That '70s Show: Season 4: Uncomfortable Ball Stuff","4/5/17"
"That '70s Show: Season 4: The Relapse","4/5/17"
"That '70s Show: Season 4: Bye-Bye Basement","4/5/17"
"That '70s Show: Season 4: Hyde Gets the Girl","4/5/17"
"That '70s Show: Season 4: Pinciotti vs. Forman","4/5/17"
"That '70s Show: Season 4: Eric's Depression","4/5/17"
"That '70s Show: Season 4: It's a Wonderful Life","4/4/17"
"That '70s Show: Season 3: The Promise Ring","4/4/17"
"That '70s Show: Season 3: Backstage Pass","4/4/17"
"That '70s Show: Season 3: Canadian Road Trip","4/3/17"
"That '70s Show: Season 3: Eric's Drunken Tattoo","4/2/17"
"That '70s Show: Season 3: Fez Dates Donna","4/2/17"
"That '70s Show: Season 3: Holy Craps","4/2/17"
"That '70s Show: Season 3: Eric's Naughty No-No","4/2/17"
"That '70s Show: Season 3: The Trials of M. Kelso","4/2/17"
"That '70s Show: Season 3: Kitty's Birthday (That's Today?!)","4/2/17"
"That '70s Show: Season 3: Romantic Weekend","4/2/17"
"That '70s Show: Season 3: Donna's Panties","4/2/17"
"That '70s Show: Season 3: Fez Gets the Girl","4/2/17"
"Archer: Season 7: The Handoff","3/30/17"
"Archer: Season 7: The Figgis Agency","3/30/17"
"That '70s Show: Season 3: Who Wants it More?","3/30/17"
"That '70s Show: Season 3: Baby Fever","3/30/17"
"That '70s Show: Season 3: Eric's Panties","3/30/17"
"That '70s Show: Season 3: Roller Disco","3/30/17"
"Dave Chappelle: Collection 1: Deep in the Heart of Texas: Dave Chappelle Live at Austin City Limits","3/29/17"
"That '70s Show: Season 3: Too Old to Trick or Treat, Too Young to Die","3/28/17"
"That '70s Show: Season 3: Hyde's Father","3/28/17"
"That '70s Show: Season 3: Red Sees Red","3/28/17"
"That '70s Show: Season 3: Reefer Madness","3/28/17"
"That '70s Show: Season 2: Moon Over Point Place","3/28/17"
"That '70s Show: Season 2: Cat Fight Club","3/28/17"
"That '70s Show: Season 2: Red Fired Up","3/28/17"
"That '70s Show: Season 2: Holy Crap!","3/27/17"
"That '70s Show: Season 2: Jackie Moves On","3/27/17"
"That '70s Show: Season 2: Kelso's Serenade","3/27/17"
"That '70s Show: Season 2: Kiss of Death","3/27/17"
"That '70s Show: Season 2: Parents Find Out","3/27/17"
"That '70s Show: Season 2: Kitty and Eric's Night Out","3/27/17"
"That '70s Show: Season 2: Afterglow","3/27/17"
"That '70s Show: Season 2: The First Time","3/27/17"
"That '70s Show: Season 2: Burning Down the House","3/27/17"
"That '70s Show: Season 2: Red Gets a Job","3/27/17"
"That '70s Show: Season 2: Hunting","3/27/17"
"That '70s Show: Season 2: Eric's Stash","3/26/17"
"That '70s Show: Season 2: Laurie Moves Out","3/26/17"
"That '70s Show: Season 2: Red's Birthday","3/26/17"
"Dave Chappelle: Collection 1: The Age of Spin: Dave Chappelle Live at The Hollywood Palladium","3/23/17"
"That '70s Show: Season 2: Eric Gets Suspended","3/21/17"
"That '70s Show: Season 2: Sleepover","3/21/17"
"That '70s Show: Season 2: I Love Cake","3/21/17"
"Marvel's Iron Fist: Season 1: Dragon Plays with Fire","3/20/17"
"Marvel's Iron Fist: Season 1: Bar the Big Boss","3/20/17"
"Marvel's Iron Fist: Season 1: Lead Horse Back to Stable","3/20/17"
"Marvel's Iron Fist: Season 1: Black Tiger Steals Heart","3/20/17"
"Marvel's Iron Fist: Season 1: The Mistress of All Agonies","3/19/17"
"Marvel's Iron Fist: Season 1: The Blessing of Many Fractures","3/19/17"
"Marvel's Iron Fist: Season 1: Felling Tree with Roots","3/19/17"
"Marvel's Iron Fist: Season 1: Immortal Emerges from Cave","3/19/17"
"Marvel's Iron Fist: Season 1: Under Leaf Pluck Lotus","3/19/17"
"Marvel's Iron Fist: Season 1: Eight Diagram Dragon Palm","3/18/17"
"Marvel's Iron Fist: Season 1: Rolling Thunder Cannon Punch","3/18/17"
"Marvel's Iron Fist: Season 1: Shadow Hawk Takes Flight","3/17/17"
"Marvel's Iron Fist: Season 1: Snow Gives Way","3/17/17"
"Naruto: Season 6: Raiga's Counterattack","3/17/17"
"That '70s Show: Season 2: Vanstock","3/16/17"
"That '70s Show: Season 2: Halloween","3/16/17"
"That '70s Show: Season 2: Laurie and the Professor","3/16/17"
"That '70s Show: Season 2: The Velvet Rope","3/16/17"
"That '70s Show: Season 2: Red's Last Day","3/16/17"
"That '70s Show: Season 2: Garage Sale","3/16/17"
"That '70s Show: Season 1: The Good Son","3/16/17"
"Parks and Recreation: Season 5: Pawnee Commons","3/15/17"
"Parks and Recreation: Season 5: Leslie vs. April","3/15/17"
"Parks and Recreation: Season 5: Ben's Parents","3/15/17"
"That '70s Show: Season 1: Hyde Moves In","3/15/17"
"That '70s Show: Season 1: Grandma's Dead","3/15/17"
"That '70s Show: Season 1: Punk Chick","3/15/17"
"That '70s Show: Season 1: Water Tower","3/15/17"
"That '70s Show: Season 1: A New Hope","3/15/17"
"That '70s Show: Season 1: Prom Night","3/13/17"
"That '70s Show: Season 1: Career Day","3/13/17"
"That '70s Show: Season 1: The Pill","3/13/17"
"That '70s Show: Season 1: First Date","3/13/17"
"That '70s Show: Season 1: That Wrestling Show","3/13/17"
"That '70s Show: Season 1: Stolen Car","3/13/17"
"That '70s Show: Season 1: Ski Trip","3/13/17"
"That '70s Show: Season 1: The Best Christmas Ever","3/13/17"
"That '70s Show: Season 1: Eric's Buddy","3/13/17"
"That '70s Show: Season 1: Sunday, Bloody Sunday","3/13/17"
"That '70s Show: Season 1: Thanksgiving","3/13/17"
"That '70s Show: Season 1: Drive-In","3/13/17"
"That '70s Show: Season 1: That Disco Episode","3/13/17"
"That '70s Show: Season 1: The Keg","3/13/17"
"That '70s Show: Season 1: Eric's Burger Job","3/13/17"
"That '70s Show: Season 1: Battle of the Sexists","3/13/17"
"That '70s Show: Season 1: Streaking","3/12/17"
"That '70s Show: Season 1: Eric's Birthday","3/12/17"
"That '70s Show: Season 1: Pilot","3/12/17"
"Parks and Recreation: Season 5: Halloween Surprise","3/12/17"
"Parks and Recreation: Season 5: Sex Education","3/12/17"
"Parks and Recreation: Season 5: How a Bill Becomes a Law","3/12/17"
"Jimmy Carr: Funny Business","3/11/17"
"Parks and Recreation: Season 5: Soda Tax","3/10/17"
"Parks and Recreation: Season 5: Ms. Knope Goes to Washington","3/10/17"
"Californication: Season 1: Pilot","3/8/17"
"Bob's Burgers: Season 2: Beefsquatch","3/8/17"
"Californication: Season 1: The Whore of Babylon","3/2/17"
"Californication: Season 1: Hell-A Woman","3/2/17"
"Parks and Recreation: Season 4: Win, Lose, or Draw","3/2/17"
"Parks and Recreation: Season 4: Bus Tour","3/2/17"
"Parks and Recreation: Season 4: The Debate","3/1/17"
"Parks and Recreation: Season 4: Live Ammo","3/1/17"
"Parks and Recreation: Season 4: Lucky","3/1/17"
"Parks and Recreation: Season 4: Campaign Shake-Up","3/1/17"
"Parks and Recreation: Season 4: Sweet Sixteen","3/1/17"
"Parks and Recreation: Season 4: Dave Returns","3/1/17"
"Parks and Recreation: Season 4: Operation Ann","2/28/17"
"Parks and Recreation: Season 4: Bowling for Votes","2/28/17"
"Parks and Recreation: Season 4: Campaign Ad","2/28/17"
"Parks and Recreation: Season 4: The Comeback Kid","2/28/17"
"Parks and Recreation: Season 4: Citizen Knope","2/27/17"
"Parks and Recreation: Season 4: The Trial of Leslie Knope","2/27/17"
"Parks and Recreation: Season 4: Smallest Park","2/27/17"
"Parks and Recreation: Season 4: The Treaty","2/27/17"
"Parks and Recreation: Season 4: End of the World","2/27/17"
"Parks and Recreation: Season 4: Meet 'n' Greet","2/26/17"
"Parks and Recreation: Season 4: Pawnee Rangers","2/26/17"
"Futurama: Season 10: Meanwhile","2/24/17"
"Futurama: Season 10: Stench and Stenchibility","2/24/17"
"Futurama: Season 10: Murder On the Planet Express","2/24/17"
"Parks and Recreation: Season 4: Born & Raised","2/24/17"
"Parks and Recreation: Season 4: Ron and Tammys","2/24/17"
"Parks and Recreation: Season 4: I'm Leslie Knope","2/24/17"
"Futurama: Season 10: Game of Tones","2/23/17"
"Futurama: Season 10: Leela and the Genestalk","2/23/17"
"Pokémon: Indigo League: Season 1: Pokémon Emergency","2/23/17"
"Pokémon: Indigo League: Season 1: Pokémon - I Choose You!","2/23/17"
"Parks and Recreation: Season 3: Li'l Sebastian","2/23/17"
"Parks and Recreation: Season 3: The Bubble","2/22/17"
"Parks and Recreation: Season 3: Road Trip","2/22/17"
"Parks and Recreation: Season 3: The Fight","2/22/17"
"Parks and Recreation: Season 3: Eagleton","2/22/17"
"Parks and Recreation: Season 3: Jerry's Painting","2/21/17"
"Parks and Recreation: Season 3: Soulmates","2/21/17"
"Parks and Recreation: Season 3: Andy and April's Fancy Party","2/21/17"
"Parks and Recreation: Season 3: Camping","2/21/17"
"Parks and Recreation: Season 3: Harvest Festival","2/21/17"
"Parks and Recreation: Season 3: Indianapolis","2/21/17"
"Parks and Recreation: Season 3: Media Blitz","2/21/17"
"Parks and Recreation: Season 3: Ron and Tammy: Part II","2/21/17"
"Parks and Recreation: Season 3: Time Capsule","2/21/17"
"Parks and Recreation: Season 3: Flu Season","2/21/17"
"Parks and Recreation: Season 3: Go Big or Go Home","2/21/17"
"Parks and Recreation: Season 2: Freddy Spaghetti","2/21/17"
"Parks and Recreation: Season 2: The Master Plan","2/21/17"
"Parks and Recreation: Season 2: Telethon","2/20/17"
"Parks and Recreation: Season 2: 94 Meetings","2/20/17"
"Parks and Recreation: Season 2: Summer Catalog","2/20/17"
"Parks and Recreation: Season 2: Park Safety","2/20/17"
"Parks and Recreation: Season 2: The Possum","2/20/17"
"Futurama: Season 10: Assie Come Home","2/18/17"
"Futurama: Season 10: Calculon 2.0","2/18/17"
"Parks and Recreation: Season 2: Woman of the Year","2/15/17"
"Parks and Recreation: Season 2: Galentine's Day","2/14/17"
"Parks and Recreation: Season 2: Sweetums","2/14/17"
"Parks and Recreation: Season 2: Leslie's House","2/14/17"
"Parks and Recreation: Season 2: The Set-Up","2/14/17"
"Futurama: Season 10: Saturday Morning Fun Pit","2/14/17"
"Futurama: Season 10: The Inhuman Torch","2/13/17"
"Futurama: Season 10: Forty Percent Leadbelly","2/13/17"
"Futurama: Season 10: T.: The Terrestrial","2/13/17"
"Parks and Recreation: Season 2: Christmas Scandal","2/13/17"
"Parks and Recreation: Season 2: Tom's Divorce","2/13/17"
"Parks and Recreation: Season 2: Hunting Trip","2/10/17"
"Parks and Recreation: Season 2: The Camel","2/10/17"
"Parks and Recreation: Season 2: Ron and Tammy","2/10/17"
"Frasier: Season 8: The Great Crane Robbery","2/7/17"
"Frasier: Season 8: The Bad Son","2/7/17"
"Frasier: Season 8: And the Dish Ran Away with the Spoon: Part 2","2/6/17"
"Frasier: Season 8: And the Dish Ran Away with the Spoon: Part 1","2/6/17"
"Futurama: Season 10: Fry and Leela's Big Fling","2/6/17"
"Futurama: Season 10: 2-D Blacktop","2/6/17"
"Futurama: Season 9: Naturama","2/6/17"
"Futurama: Season 9: Viva Mars Vegas","2/6/17"
"Parks and Recreation: Season 2: Greg Pikitis","2/3/17"
"Futurama: Season 9: 31st Century Fox","2/2/17"
"Futurama: Season 9: Near-Death Wish","2/2/17"
"Futurama: Season 9: Free Will Hunting","2/2/17"
"Futurama: Season 9: Fun on a Bun","2/2/17"
"Futurama: Season 9: The Six Million Dollar Mon","2/2/17"
"Futurama: Season 9: The Butterjunk Effect","2/2/17"
"Parks and Recreation: Season 2: Kaboom","2/2/17"
"Parks and Recreation: Season 2: Sister City","2/1/17"
"Parks and Recreation: Season 2: Practice Date","2/1/17"
"Parks and Recreation: Season 2: Beauty Pageant","2/1/17"
"Parks and Recreation: Season 2: The Stakeout","2/1/17"
"Parks and Recreation: Season 2: Pawnee Zoo","2/1/17"
"Parks and Recreation: Season 1: Rock Show","1/29/17"
"Parks and Recreation: Season 1: The Banquet","1/29/17"
"Parks and Recreation: Season 1: Boys' Club","1/29/17"
"Parks and Recreation: Season 1: The Reporter","1/29/17"
"Parks and Recreation: Season 1: Canvassing","1/29/17"
"Parks and Recreation: Season 1: Pilot","1/28/17"
"Frasier: Season 7: Something Borrowed, Someone Blue: Part 2","1/27/17"
"Frasier: Season 7: Something Borrowed, Someone Blue: Part 1","1/27/17"
"Archer: Season 6: Achub Y Morfilod","1/27/17"
"Archer: Season 6: Reignition Sequence","1/26/17"
"Archer: Season 6: Pocket Listing","1/25/17"
"Archer: Season 6: The Kanes","1/25/17"
"Archer: Season 6: Nellis","1/25/17"
"Archer: Season 6: Sitting","1/25/17"
"Archer: Season 6: Vision Quest","1/25/17"
"Frasier: Season 7: Dark Side of the Moon","1/25/17"
"Frasier: Season 7: Three Faces of Frasier","1/25/17"
"Frasier: Season 7: To Thine Old Self Be True","1/25/17"
"Archer: Season 6: Edie's Wedding","1/24/17"
"Archer: Season 6: The Archer Sanction","1/24/17"
"Bee Movie","1/21/17"
"Archer: Season 6: Three to Tango","1/17/17"
"Archer: Season 6: The Holdout","1/17/17"
"Archer: Season 5: Archer Vice: Arrival / Departure","1/17/17"
"Archer: Season 5: Archer Vice: Filibuster","1/17/17"
"Archer: Season 5: Archer Vice: Palace Intrigue: Part II","1/17/17"
"Archer: Season 5: Archer Vice: Palace Intrigue: Part I","1/17/17"
"A Series of Unfortunate Events: Season 1: The Bad Beginning: Part Two","1/17/17"
"Archer: Season 5: Archer Vice: Baby Shower","1/17/17"
"Archer: Season 5: Archer Vice: On The Carpet","1/17/17"
"Archer: Season 5: Archer Vice: The Rules of Extraction","1/17/17"
"Archer: Season 5: Archer Vice: Smugglers' Blues","1/17/17"
"Archer: Season 5: Archer Vice: Southbound and Down","1/17/17"
"Archer: Season 5: Archer Vice: House Call","1/16/17"
"Archer: Season 5: Archer Vice: A Debt of Honor","1/16/17"
"Archer: Season 4: Sea Tunt: Part II","1/16/17"
"Archer: Season 4: Sea Tunt: Part I","1/16/17"
"Archer: Season 4: The Papal Chase","1/16/17"
"Archer: Season 4: Un Chien Tangerine","1/16/17"
"Archer: Season 4: The Honeymooners","1/16/17"
"Archer: Season 4: Coyote Lovely","1/16/17"
"Archer: Season 4: Live and Let Dine","1/16/17"
"Archer: Season 4: Once Bitten","1/16/17"
"Archer: Season 4: Viscous Coupling","1/16/17"
"Archer: Season 4: Midnight Ron","1/15/17"
"Archer: Season 4: Legs","1/15/17"
"The Magicians: Season 1: Have You Brought Me Little Cakes","1/15/17"
"Archer: Season 4: The Wind Cries Mary","1/15/17"
"Star Trek: The Next Generation: Season 4: Legacy","1/15/17"
"Star Trek: The Next Generation: Season 4: Remember Me","1/14/17"
"Star Trek: The Next Generation: Season 4: Suddenly Human","1/14/17"
"A Series of Unfortunate Events: Season 1: The Bad Beginning: Part One","1/14/17"
"Archer: Season 2: Double Trouble","1/14/17"
"Archer: Season 2: White Nights","1/14/17"
"Archer: Season 2: Jeu Monégasque","1/14/17"
"Frasier: Season 7: Hot Pursuit","1/13/17"
"Frasier: Season 7: Whine Club","1/12/17"
"Frasier: Season 7: Something About Dr. Mary","1/12/17"
"Archer: Season 2: Tragical History","1/11/17"
"Archer: Season 2: The Double Deuce","1/11/17"
"Futurama: Season 9: Zapp Dingbat","1/11/17"
"Futurama: Season 9: The Thief of Baghead","1/11/17"
"The Magicians: Season 1: Thirty-Nine Graves","1/11/17"
"Frasier: Season 7: Out with Dad","1/10/17"
"Frasier: Season 7: Big Crane on Campus","1/10/17"
"Frasier: Season 7: They're Playing Our Song","1/10/17"
"Frasier: Season 7: RDWRER","1/10/17"
"Frasier: Season 7: The Fight Before Christmas","1/10/17"
"Frasier: Season 7: Back Talk","1/10/17"
"Frasier: Season 7: The Apparent Trap","1/10/17"
"Frasier: Season 7: The Late Dr. Crane","1/10/17"
"Frasier: Season 7: A Tsar Is Born","1/10/17"
"The Magicians: Season 1: Remedial Battle Magic","1/10/17"
"The Magicians: Season 1: Homecoming","1/10/17"
"Frasier: Season 7: Rivals","1/9/17"
"Frasier: Season 7: The Dog That Rocks the Cradle","1/9/17"
"Frasier: Season 7: Everyone's a Critic","1/9/17"
"Frasier: Season 7: Radio Wars","1/9/17"
"Frasier: Season 7: Father of the Bride","1/9/17"
"Frasier: Season 7: Momma Mia","1/9/17"
"Frasier: Season 6: Shutout in Seattle: Part 2","1/9/17"
"Frasier: Season 6: Shutout in Seattle: Part 1","1/9/17"
"Frasier: Season 6: Visions of Daphne","1/9/17"
"Frasier: Season 6: When a Man Loves Two Women","1/9/17"
"Frasier: Season 6: Dr. Nora","1/9/17"
"The Magicians: Season 1: The Writing Room","1/9/17"
"The Magicians: Season 1: The Strangled Heart","1/9/17"
"Frasier: Season 6: IQ","1/9/17"
"Frasier: Season 6: Taps at the Montana","1/9/17"
"Frasier: Season 6: Dinner Party","1/9/17"
"Frasier: Season 6: Decoys","1/9/17"
"Frasier: Season 6: To Tell the Truth","1/9/17"
"Frasier: Season 6: Three Valentines","1/9/17"
"Frasier: Season 6: Our Parents, Ourselves","1/8/17"
"Frasier: Season 6: Good Samaritan","1/8/17"
"Frasier: Season 6: Merry Christmas, Mrs. Moskowitz","1/8/17"
"Frasier: Season 6: Roz, a Loan","1/8/17"
"Frasier: Season 6: The Seal Who Came to Dinner","1/8/17"
"Frasier: Season 6: How to Bury a Millionaire","1/8/17"
"Frasier: Season 6: Secret Admirer","1/8/17"
"Frasier: Season 6: First, Do No Harm","1/8/17"
"The Magicians: Season 1: The Mayakovsky Circumstance","1/7/17"
"The Magicians: Season 1: Impractical Applications","1/7/17"
"The Magicians: Season 1: Mendings, Major and Minor","1/7/17"
"The Magicians: Season 1: The World in the Walls","1/7/17"
"The Magicians: Season 1: Consequences of Advanced Spellcasting","1/7/17"
"The Magicians: Season 1: The Source of Magic","1/7/17"
"The Magicians: Season 1: Unauthorized Magic","1/7/17"
"Archer: Season 1: Skytanic","1/4/17"
"Archer: Season 1: Skorpio","1/4/17"
"Archer: Season 1: Honeypot","1/4/17"
"Archer: Season 1: Diversity Hire","1/4/17"
"Frasier: Season 5: Perfect Guy","1/1/17"
"Futurama: Season 9: Decision 3012","12/30/16"
"Scrubs: Season 4: My Life in Four Cameras","12/30/16"
"Scrubs: Season 4: My Lucky Charm","12/30/16"
"Scrubs: Season 4: My Common Enemy","12/30/16"
"Frasier: Season 5: The Zoo Story","12/30/16"
"Reservoir Dogs","12/29/16"
"Friends: Season 1: The One Where Monica Gets a Roommate (Pilot)","12/29/16"
"New Girl: Season 5: Landing Gear","12/29/16"
"New Girl: Season 5: Wedding Eve","12/29/16"
"New Girl: Season 5: Return to Sender","12/29/16"
"New Girl: Season 5: Dress","12/29/16"
"New Girl: Season 5: A Chill Day In","12/29/16"
"The Big Short","12/29/16"
"New Girl: Season 5: Road Trip","12/28/16"
"New Girl: Season 5: Helmet","12/28/16"
"New Girl: Season 5: Jeff Day","12/28/16"
"New Girl: Season 5: 300 Feet","12/28/16"
"New Girl: Season 5: Sam, Again","12/27/16"
"New Girl: Season 5: D-Day","12/27/16"
"Johnny English Reborn","12/27/16"
"New Girl: Season 5: The Apartment","12/27/16"
"New Girl: Season 5: Goosebumps Walkaway","12/27/16"
"New Girl: Season 5: Heat Wave","12/27/16"
"New Girl: Season 5: The Decision","12/27/16"
"Frasier: Season 5: Ain't Nobody's Business If I Do","12/27/16"
"Frasier: Season 5: Where Every Bloke Knows Your Name","12/27/16"
"New Girl: Season 5: Wig","12/27/16"
"New Girl: Season 5: Reagan","12/27/16"
"New Girl: Season 5: Bob & Carol & Nick & Schmidt","12/27/16"
"New Girl: Season 5: No Girl","12/26/16"
"New Girl: Season 5: Jury Duty","12/26/16"
"New Girl: Season 5: What About Fred","12/26/16"
"New Girl: Season 5: Big Mama P","12/26/16"
"New Girl: Season 4: Clean Break","12/26/16"
"Frasier: Season 5: My Fair Frasier","12/26/16"
"Frasier: Season 5: Voyage of the Damned","12/26/16"
"Frasier: Season 5: The Kid","12/25/16"
"Frasier: Season 5: Halloween","12/25/16"
"Frasier: Season 5: The Gift Horse","12/25/16"
"New Girl: Season 4: Panty Gate","12/25/16"
"New Girl: Season 4: Par 5","12/25/16"
"New Girl: Season 4: The Right Thing","12/25/16"
"New Girl: Season 4: Walk of Shame","12/25/16"
"New Girl: Season 4: Spiderhunt","12/25/16"
"New Girl: Season 4: Oregon","12/25/16"
"3%: Season 1: Chapter 01: Cubes","12/24/16"
"Criminal Minds: Season 6: Lauren","12/24/16"
"Criminal Minds: Season 6: Valhalla","12/24/16"
"Criminal Minds: Season 6: Coda","12/24/16"
"Frasier: Season 5: Frasier's Imaginary Friend","12/24/16"
"Frasier: Season 4: Odd Man Out","12/24/16"
"Frasier: Season 4: Ask Me No Questions","12/24/16"
"Frasier: Season 4: Are You Being Served?","12/23/16"
"Frasier: Season 4: Daphne Hates Sherry","12/23/16"
"Frasier: Season 4: Three Dates and a Breakup: Part 2","12/23/16"
"Frasier: Season 4: Three Dates and a Breakup: Part 1","12/23/16"
"Frasier: Season 4: Ham Radio","12/23/16"
"New Girl: Season 4: The Crawl","12/23/16"
"Frasier: Season 4: Roz's Turn","12/23/16"
"Frasier: Season 4: The Unnatural","12/23/16"
"Frasier: Season 4: Roz's Krantz and Gouldenstein Are Dead","12/23/16"
"The IT Crowd: Series 1: Calamity Jen","12/22/16"
"The IT Crowd: Series 1: Yesterday's Jam","12/22/16"
"White Rabbit Project: Season 1: Super Power Tech","12/22/16"
"Beverly Hills Cop","12/21/16"
"Spectral","12/21/16"
"Frasier: Season 4: To Kill a Talking Bird","12/20/16"
"Frasier: Season 4: Four for the Seesaw","12/20/16"
"Frasier: Season 4: Death and the Dog","12/20/16"
"Frasier: Season 4: Three Days of the Condo","12/20/16"
"Frasier: Season 4: Liar! Liar!","12/20/16"
"Criminal Minds: Season 6: Sense Memory","12/20/16"
"Saving Private Ryan","12/20/16"
"Frasier: Season 4: Dad Loves Sherry, the Boys Just Whine","12/19/16"
"Frasier: Season 4: Our Father Whose Art Ain't Heaven","12/19/16"
"Frasier: Season 4: A Lilith Thanksgiving","12/19/16"
"Frasier: Season 4: Mixed Doubles","12/18/16"
"Frasier: Season 4: Head Game","12/18/16"
"Frasier: Season 4: A Crane's Critique","12/18/16"
"Frasier: Season 4: The Impossible Dream","12/18/16"
"Frasier: Season 4: Love Bites Dog","12/18/16"
"Frasier: Season 4: The Two Mrs. Cranes","12/18/16"
"Frasier: Season 3: You Can Go Home Again","12/17/16"
"Frasier: Season 3: The Focus Group","12/17/16"
"Frasier: Season 3: Frasier Loves Roz","12/17/16"
"Frasier: Season 3: Where There's Smoke There's Fired","12/17/16"
"Frasier: Season 3: Police Story","12/15/16"
"Frasier: Season 3: Crane vs. Crane","12/15/16"
"Frasier: Season 3: Chess Pains","12/15/16"
"Frasier: Season 3: High Crane Drifter","12/14/16"
"Frasier: Season 3: Look Before You Leap","12/14/16"
"Frasier: Season 3: A Word to the Wiseguy","12/14/16"
"Frasier: Season 3: The Show Where Diane Comes Back","12/13/16"
"Frasier: Season 3: Moon Dance","12/13/16"
"Frasier: Season 3: Come Lie with Me","12/13/16"
"Frasier: Season 3: The Friend","12/13/16"
"Frasier: Season 3: It's Hard to Say Goodbye If You Won't Leave","12/13/16"
"Frasier: Season 3: Frasier Grinch","12/13/16"
"Frasier: Season 3: The Last Time I Saw Maris","12/13/16"
"Frasier: Season 3: The Adventures of Bad Boy and Dirty Girl","12/13/16"
"Frasier: Season 3: Sleeping with the Enemy","12/13/16"
"Frasier: Season 3: Kisses Sweeter Than Wine","12/13/16"
"Frasier: Season 3: Leapin' Lizards","12/12/16"
"Frasier: Season 3: Martin Does It His Way","12/8/16"
"Frasier: Season 3: Shrink Rap","12/8/16"
